uuid,name,brand,street,house_number,post_code,city,latitude,longitude,first_active,openingtimes_json,state
0e18d0d3-ed38-4e7f-a18e-507a78ad901d,OIL! Tankstelle München,OIL!,EVERSBUSCHSTRASSE 33,0,80999,MÜNCHEN,48.1807,11.4609,1970-01-01 01:00:00+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""20:00""}]},{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
e4e50be1-a0dd-4d07-95d9-de4d6573cc17,Aral Tankstelle,ARAL,AICHACHER STRASSE,26,86316,FRIEDBERG,48.3614044,10.98779,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":1,""periods"":[{""startp"":""00:00"",""endp"":""23:59""}]},{""applicable_days"":126,""periods"":[{""startp"":""00:00"",""endp"":""00:00""}]}]}",Bayern
e4e48d10-0b37-4ecf-a0bd-552b0302a4af,Kirchdorf Hauptstraße 1,OMV,HAUPTSTR.,1,85414,KIRCHDORF,48.45841,11.6526,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""19:30""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:30"",""endp"":""19:30""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:30"",""endp"":""19:30""}]}]}",Bayern
e4b3161b-269e-41f9-8c56-d813a6733668,TotalEnergies Muenchen,TOTAL,LEONRODSTR. 48,0,80636,MUENCHEN,48.157499,11.543893,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",Bayern
e5bdb1cc-d078-40eb-86f6-35a000c3828c,AVIA XPress Automatenstation,AVIA XPRESS,COBURGER STRASSE,36,96237,EBERSDORF B. COBURG,50.22242,11.05858,2014-03-18 16:45:31+01,no data,Bayern
00061384-0005-4444-8888-acdc00000005,EDEKA Tankstelle,EDEKA,AUGSBURGER STRASSE ,45,86529,SCHROBENHAUSEN,48.55057144165,11.260880470276,2014-03-18 16:45:31+01,no data,Bayern
7b09e6de-824e-4cf8-82b8-4aafef6e9e30,Strullendorf Bamberger Strasse 31,OMV,BAMBERGER STR.,31,96129,STRULLENDORF,49.84706,10.96444,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",Bayern
e41f2c48-d414-4e95-ab8e-60fdd828dac5,Aral Tankstelle,ARAL,COBURGER STRASSE,64,96215,LICHTENFELS,50.1510468,11.05926,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""21:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""21:00""}]}]}",Bayern
7b2fc7a4-f619-4994-aa91-ce5d880899e0,Shell Muenchen Menziger Str. 10,SHELL,MENZIGER STR.,10,80638,MUENCHEN,48.160089,11.511804,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
5cd66d84-34dc-4bd1-ae85-820e92b96b2f,Tankstelle Fruechtl,FREIE,AM LAUSER ,1,93102,PFATTER,48.95842,12.36776,2014-03-18 16:45:31+01,no data,Bayern
23af9c8c-bab9-4ad1-beba-18731888c27c,NUERNBERG - SCHAFHOFSTR. 9,SUPOL,SCHAFHOFSTR.,9,90411,NUERNBERG,49.480701,11.117134,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":224,""periods"":[{""startp"":""08:00"",""endp"":""23:00""}]}]}",Bayern
e3afe9aa-5d1a-4661-8c18-ebdeb230131c,Raststätte Mindeltal,FREIE,CARL-ZEISS-STRASSE ,16,86470,THANNHAUSEN,48.28845,10.45632,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",Bayern
23b96f69-1bb7-413f-a600-ba7ae73b60b7,BayWa Tankstelle  Passau-Grubweg ,BAYWA,BAYWA STR.,6,94034,PASSAU-GRUBWEG,48.58729,13.49957,2014-03-18 16:45:31+01,no data,Bayern
e2fcc5a0-24d1-4044-a7e3-0155da86b8cf,Kaufmarkt Mindelheim,FREIE TANKSTELLE KAUFMARKT,HEIMENEGGER WEG ,3,87719,MINDELHEIM,48.04628,10.51017,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""20:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""08:00"",""endp"":""20:00""}]}]}",Bayern
e2e3c679-ab66-4c50-9345-d64086779773,Nittenau Brucker Strasse 16,OMV,BRUCKER STR.,16,93149,NITTENAU,49.20208,12.2801,2014-03-18 16:45:31+01,no data,Bayern
00061407-0004-4444-8888-acdc00000004,E-Center Tankstelle,EDEKA,AM AUSSICHTSTURM ,3,83512,WASSERBURG,48.056179046631,12.236330032349,2014-03-18 16:45:31+01,no data,Bayern
23bd74f3-2173-4f7d-afc2-5404536e8eb7,GT-Franken Automobile,FREIE TANKSTELLE,HERSBRUCKER STRASSE,37,91224,HARTMANNSHOF,49.495895,11.549695,2014-03-18 16:45:31+01,no data,Bayern
7b8c1a68-6ec8-4517-b972-d69f6085d5ed,Aral Tankstelle,ARAL,LANDSHUTER STRASSE,42,85368,MOOSBURG,48.46395,11.9398136,2014-03-18 16:45:31+01,no data,Bayern
e2b1503f-6be0-4f7b-979f-b105f3ab28c9,München Freisinger Landstrasse 9,OMV,FREISINGER LANDSTR.,9,80939,MÜNCHEN,48.19044,11.61779,2014-03-18 16:45:31+01,no data,Bayern
e2a7aff5-0532-4d54-abb8-4e754250b7f4,Shell Kulmbach Am Kreuzstein 4,SHELL,AM KREUZSTEIN,4,95326,KULMBACH,50.101833,11.442094,2014-03-18 16:45:31+01,"{""overrides"":[{""startp"":""2021-06-01 05:30"",""endp"":""2021-06-01 21:00"",""is_close"":false},{""startp"":""2021-06-02 05:30"",""endp"":""2021-06-02 21:00"",""is_close"":false},{""startp"":""2021-06-03 05:30"",""endp"":""2021-06-03 21:00"",""is_close"":false},{""startp"":""2021-06-04 05:30"",""endp"":""2021-06-04 21:00"",""is_close"":false},{""startp"":""2021-06-07 05:30"",""endp"":""2021-06-07 21:00"",""is_close"":false},{""startp"":""2021-06-05 08:00"",""endp"":""2021-06-05 21:00"",""is_close"":false},{""startp"":""2021-06-06 08:00"",""endp"":""2021-06-06 21:00"",""is_close"":false}],""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""05:30"",""endp"":""22:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",Bayern
e262b050-77b3-4f3c-8fba-5a6dbd75b862,Shell Miesbach Rosenheimer Str. 9,SHELL,ROSENHEIMER STR.,9,83714,MIESBACH,47.789183,11.83749,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]},{""applicable_days"":224,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
e21a599a-55ef-4c57-af01-f98fbdd53793,C & U Einkaufs GmbH,LANZINGER TANKE & CARAVAN E. K,DONAUSTAUFERSTR.,112,93059,REGENSBURG,49.029010772705,12.11915397644,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",Bayern
7bbce575-e6e1-4a77-bc12-fcdd7a29470b,Freie SB-Tankstelle Feil,FREIE SB-TANKSTELLE FEIL,ELLINGER STR. ,12,91785,PLEINFELD,49.10291,10.9865,2014-03-18 16:45:31+01,no data,Bayern
e1aa05bb-a178-4c7d-983e-c191b3109854,AVIA Tankstelle,AVIA,HEUBISCHER STRASSE,70,96465,NEUSTADT B. COBURG,50.31989,11.12709,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""21:30""}]}]}",Bayern
7bde93ab-8429-4ded-b0c5-64e96cf29c37,Bavaria Petrol,BAVARIA PETROL,SÜDLICHE RINGSTRASSE,62,85053,INGOLSTADT,48.7613525,11.4404926,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":15,""periods"":[{""startp"":""04:30"",""endp"":""23:00""}]},{""applicable_days"":16,""periods"":[{""startp"":""04:30"",""endp"":""00:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]}]}",Bayern
00061428-0002-4444-8888-acdc00000002,E-Center Tankstelle,EDEKA,HAIDLING ,16,85567,GRAFING,48.033046722412,11.959246635437,2014-03-18 16:45:31+01,no data,Bayern
23e00cd7-7415-4cda-a30a-836d26b3a4c3,Shell Gilching Am Roemerstein 16,SHELL,AM ROEMERSTEIN,16,82205,GILCHING,48.105746,11.305187,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":224,""periods"":[{""startp"":""08:00"",""endp"":""21:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""21:00""}]}]}",Bayern
7bf0b93a-647c-4175-8c05-cf6b6a612ea4,Kiefersfelden,OMV,INNTAL WEST,A 93,83088,KIEFERSFELDEN,47.6136,12.2012,2014-03-18 16:45:31+01,no data,Bayern
00061429-0001-4444-8888-acdc00000001,E-Center Tankstelle,EDEKA,BAHNHOFSTRASSE ,53,84405,DORFEN,48.269050598145,12.170960426331,2014-03-18 16:45:31+01,no data,Bayern
23f7c1f2-c19d-4e1b-ad3f-e251e40144cb,Aral Tankstelle,ARAL,ERLANGER STRASSE,40,90425,NÜRNBERG,49.4736862,11.0648632,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
e1a15081-25b9-9107-e040-0b0a3dfe563c,"Neuötting, Bahnhofstr. 20",HEM,BAHNHOFSTR.,20,84524,NEUÖTTING,48.245193,12.682111,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":224,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]}]}",Bayern
7c01ec8e-0b5f-4c9a-b203-99b6ff4fbaf5,Coburg Niorter Str. 4,OMV,NIORTER STR.,4,96450,COBURG,50.28668,10.98028,2014-03-18 16:45:31+01,no data,Bayern
e1a15081-25a6-9107-e040-0b0a3dfe563c,"Würzburg, Mergentheimer Str. 65",HEM,MERGENTHEIMER STR.,65,97084,WÜRZBURG,49.766354,9.946961,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]},{""applicable_days"":16,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":15,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
7c0d0c91-2f4f-4e5b-ba7b-9913fb4bd91e,Esso Tankstelle,ESSO,GUSTAV-ADOLF-STR. 49 A, ,90439,NUERNBERG,49.435202,11.038754,2014-03-18 16:45:31+01,no data,Bayern
e1a15081-257a-9107-e040-0b0a3dfe563c,"Nürnberg, Rothenburger Str. 325",HEM,ROTHENBURGER STR.,325,90431,NÜRNBERG,49.44145,11.028373,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":224,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]}]}",Bayern
e1a15081-2573-9107-e040-0b0a3dfe563c,"Marktheidenfeld, Karbacher Str. 26",HEM,KARBACHER STR.,26,97828,MARKTHEIDENFELD,49.851,9.6113,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",Bayern
e1a15081-2572-9107-e040-0b0a3dfe563c,"Regensburg, Obertraublinger Str. 101",HEM,OBERTRAUBLINGER STR.,101,93055,REGENSBURG,48.98155,12.149654,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":32,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""00:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""00:00""}]}]}",Bayern
e1a15081-2561-9107-e040-0b0a3dfe563c,"München, Grünwalder Str. 112",HEM,GRÜNWALDER STR.,112,81547,MÜNCHEN,48.10162,11.567095,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]}]}",Bayern
e1a15081-255e-9107-e040-0b0a3dfe563c,"Kraiburg, Watzmannstr. 16",HEM,WATZMANNSTR.,16,84559,KRAIBURG,48.191334,12.436989,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":192,""periods"":[{""startp"":""05:30"",""endp"":""22:00""}]},{""applicable_days"":63,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]}]}",Bayern
e1a15081-2559-9107-e040-0b0a3dfe563c,"Augsburg, Bürgermeister Wegele Str. 15",HEM,BÜRGERMEISTER WEGELE STR.,15,86167,AUGSBURG,48.397915,10.926272,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""23:00""}]},{""applicable_days"":224,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",Bayern
2415b49b-8f4a-419c-6330-5da2e01ca682,Tankstellenbetriebs GmbH,PT 1,OHMSTR.,7,91074,HERZOGENAURACH,49.578722,10.884222,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""06:00"",""endp"":""23:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]}]}",Bayern
e124bc8f-d089-43f2-8b8b-925033458da6,Aral Tankstelle,ARAL,RUSELSTRASSE,37,94209,REGEN,48.9664078,13.1188736,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",Bayern
e0ca8ab6-7c5f-4b86-81b9-85b8e256086f,"Aral Tankstelle, VEWAG VERWALTUNGSGESELLSCHAFT MBH",ARAL,A,71,97638,MELLRICHSTADT,50.4236031,10.3518438,2014-03-18 16:45:31+01,no data,Bayern
e08ae314-0c3a-40c4-abb2-a08ace5e3c96,Esso Tankstelle,ESSO,LUITPOLDSTR. 14, ,63897,MILTENBERG,49.70478,9.259041,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
e0716e5c-68a9-4c88-95d7-c136fcc598cb,AVIA Tankstelle,AVIA,DR.-DÖRFLER-STRASSE,2a,92224,AMBERG,49.444789887363,11.877495473043,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",Bayern
7c6b6799-b879-4cec-8289-b6205aca3efb,AVIA Tankstelle,AVIA,URSBERGER STRASSE,29,86470,THANNHAUSEN,48.27887,10.46345,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:45"",""endp"":""20:30""}]},{""applicable_days"":32,""periods"":[{""startp"":""08:00"",""endp"":""20:30""}]},{""applicable_days"":64,""periods"":[{""startp"":""09:00"",""endp"":""20:30""}]}]}",Bayern
7c73db2c-203a-4e56-b195-3d048bb0f544,Esso Tankstelle,ESSO,WUERZBURGER STR. 134, ,90766,FUERTH,49.483324,10.964929,2014-03-18 16:45:31+01,no data,Bayern
e0368545-9347-4e76-bb4f-8b91763c2e2a,Shell Obernzell Passauer Str. 5,SHELL,PASSAUER STR.,5,94130,OBERNZELL,48.55582,13.631671,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""19:45""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""19:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""19:00""}]}]}",Bayern
e02cdf05-9e27-4f77-a3c0-89de381be13c,Wengel & Dettelbacher (VARO Energy Direct),WENGEL & DETTELBACHER (VARO ENERGY DIRECT),AM DREISTOCK ,17,97318,KITZINGEN,49.75703,10.17519,2014-03-18 16:45:31+01,no data,Bayern
dfffa0d9-7e31-4dd2-8fec-79af950f13ac,Aral Tankstelle,ARAL,DÜLFERSTRASSE,3,80933,MÜNCHEN,48.21265,11.5601387,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]}]}",Bayern
00061264-0009-4444-8888-acdc00000009,"Bergler Mineralöl Gmbh, Autohof",BERGLER,AM GEWERBEPARK ,2 a,92670,WINDISCHESCHENBACH,49.805755615234,12.187450408936,2014-03-18 16:45:31+01,no data,Bayern
df7acae5-1913-4a06-a97c-69c0361dd4a7,tankpoint Am Bahnhof,TANKPOINT,BAHNHOFSTRASSE,14,91522,ANSBACH,49.29885,10.58363,2014-03-18 16:45:31+01,no data,Bayern
df1c6790-0759-45ba-97c2-45d486e9c288,AVIA Tankstelle,AVIA,SIEBENTISCHSTRASSE,16a,86161,AUGSBURG,48.35413,10.91516,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""07:00"",""endp"":""18:30""}]},{""applicable_days"":32,""periods"":[{""startp"":""08:00"",""endp"":""12:30""}]}]}",Bayern
dedfee6b-fc49-4111-b0f1-14adbe24eab9,Aral Tankstelle,ARAL,AUGSBURGER STRASSE,32,93051,REGENSBURG,49.0031738,12.0814047,2014-03-18 16:45:31+01,no data,Bayern
de935c7e-bbdd-4d77-942a-69a77d2c1060,Aral Tankstelle,ARAL,RIEMER STRASSE,360,81829,MÜNCHEN,48.1406326,11.6839161,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",Bayern
de784540-d7e3-4e3d-97f8-1735342af8d6,Aral Tankstelle,ARAL,WEISENDORFER STRASSE,16,91056,ERLANGEN,49.6256828,10.9406433,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":1,""periods"":[{""startp"":""05:00"",""endp"":""21:00""}]},{""applicable_days"":126,""periods"":[{""startp"":""04:00"",""endp"":""22:00""}]}]}",Bayern
de70d393-f605-484b-a6e4-caa3992ab8ec,Aral Tankstelle,ARAL,BOSCHETSRIEDER STRASSE,127,81379,MÜNCHEN,48.09846,11.5185776,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":15,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]},{""applicable_days"":16,""periods"":[{""startp"":""05:00"",""endp"":""00:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""00:00"",""endp"":""00:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""00:00"",""endp"":""22:00""}]}]}",Bayern
ddff40f3-6c85-49e1-8863-8bba19e35085,Aral Tankstelle,ARAL,KITZINGER STRASSE,38,97359,SCHWARZACH,49.78962,10.215601,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
249da2e0-eff0-4a93-b66d-d2248bb39b43,Greding Bahnhofstr. 20,OMV,BAHNHOFSTR.,20,91171,GREDING,49.04364,11.34997,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""05:00"",""endp"":""22:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",Bayern
7d147b50-229a-4ac4-8b38-17e7f4b3376b,Ismaning Münchner Strasse 47,OMV,MÜNCHNER STR.,47,85737,ISMANING,48.2256,11.67138,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
249e93f7-b6f5-43f7-a6ba-54bf61b7493f,AVIA Tankstelle,AVIA,MARKTSTRASSE,36,86424,DINKELSCHERBEN,48.34892,10.58431,2014-03-18 16:45:31+01,no data,Bayern
dd753774-54a0-4b54-8715-a2b5725b17e5,Aral Tankstelle,ARAL,ENKERINGER STRASSE,9,85125,KINDING,48.9981728,11.3778868,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":127,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
7d152fca-8625-48ea-b4db-389f86aceeee,Shell Mindelheim Landsberger Str 10,SHELL,LANDSBERGER STR,10,87719,MINDELHEIM,48.046949,10.49272,2014-03-18 16:45:31+01,"{""overrides"":[{""startp"":""2021-06-01 06:00"",""endp"":""2021-06-01 23:30"",""is_close"":false},{""startp"":""2021-06-02 06:00"",""endp"":""2021-06-02 23:30"",""is_close"":false},{""startp"":""2021-06-04 06:00"",""endp"":""2021-06-04 23:30"",""is_close"":false},{""startp"":""2021-06-07 06:00"",""endp"":""2021-06-07 23:30"",""is_close"":false},{""startp"":""2021-06-05 07:00"",""endp"":""2021-06-05 23:30"",""is_close"":false},{""startp"":""2021-06-03 06:00"",""endp"":""2021-06-03 23:30"",""is_close"":false}],""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""00:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""00:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]}]}",Bayern
dd17c6dd-db55-4c5c-8cd7-e90dfce0e807,Raiffeisen Waren und Handels GmbH Altmühlfranken,RAIFFEISEN,ZEHENTGASSE,3,91796,ETTENSTATT,49.0793,11.0562,2014-03-18 16:45:31+01,no data,Bayern
dd07d1c1-9dc2-4828-a71e-7e543cbf66d6,Tankstelle Senftl,TANKSTELLE SENFTL,LANDSHUTERSTR.,4,85465,LANGENPREISING,48.43068,11.97896,2014-03-18 16:45:31+01,no data,Bayern
dce7361a-9c83-472b-9e6b-0f2af980b06c,Shell Nuernberg Aeussere Sulzbacher Str. 156,SHELL,AEUSSERE SULZBACHER STR.,156,90491,NUERNBERG,49.465583,11.122514,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""22:00""}]}]}",Bayern
00061555-0001-4444-8888-acdc00000001,SI-Automobil-Service-Center GmbH,ST 2 TANKSTELLE,INDERSDORFERSTRASSE,68,85256,VIERKIRCHEN,48.360893249512,11.447950363159,2014-03-18 16:45:31+01,no data,Bayern
dc9250c1-097d-4bfa-9818-3621ef3db829,AVIA Tankstelle,AVIA,BERLINER STRASSE,15,95367,TREBGAST,50.068514010199,11.55469773085,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""06:00"",""endp"":""20:00""}]},{""applicable_days"":32,""periods"":[{""startp"":""06:30"",""endp"":""20:00""}]},{""applicable_days"":64,""periods"":[{""startp"":""07:00"",""endp"":""20:00""}]}]}",Bayern
24a381e3-0d72-416d-bfd8-b2f65f6e5802,Esso Tankstelle,ESSO,HAUPTSTR. 7, ,84152,MENGKOFEN,48.72210601,12.44438439,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":31,""periods"":[{""startp"":""05:00"",""endp"":""22:30""}]},{""applicable_days"":32,""periods"":[{""startp"":""07:00"",""endp"":""22:30""}]},{""applicable_days"":64,""periods"":[{""startp"":""08:00"",""endp"":""22:30""}]}]}",Bayern
dc6d5b20-4cdd-402f-9772-08d7e62c7f85,Shell Hohenschaeftlarn Muenchner Str. 60,SHELL,MUENCHNER STR.,60,82069,HOHENSCHAEFTLARN,47.992021,11.45946,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":255,""periods"":[{""startp"":""06:00"",""endp"":""22:00""}]}]}",Bayern
7d2ad66f-f9cd-405a-b12f-38d4ecc7d659,Shell Bodenmais Regener Str. 10a,SHELL,REGENER STR.,10a,94249,BODENMAIS,49.06344,13.104284,2014-03-18 16:45:31+01,"{""overrides"":[{""startp"":""2021-06-01 08:00"",""endp"":""2021-06-01 18:00"",""is_close"":false},{""startp"":""2021-06-02 08:00"",""endp"":""2021-06-02 18:00"",""is_close"":false},{""startp"":""2021-06-03 08:00"",""endp"":""2021-06-03 18:00"",""is_close"":false},{""startp"":""2021-06-04 08:00"",""endp"":""2021-06-04 18:00"",""is_close"":false},{""startp"":""2021-06-05 08:00"",""endp"":""2021-06-05 18:00"",""is_close"":false},{""startp"":""2021-06-07 08:00"",""endp"":""2021-06-07 18:00"",""is_close"":false},{""startp"":""2021-06-06 09:00"",""endp"":""2021-06-06 18:00"",""is_close"":false}],""openingTimes"":[{""applicable_days"":63,""periods"":[{""startp"":""07:00"",""endp"":""19:00""}]},{""applicable_days"":192,""periods"":[{""startp"":""08:00"",""endp"":""19:00""}]}]}",Bayern
24b50190-3af3-4154-8b86-97f718729365,RAN Station,RAN,GEWERBESTR.,5,86420,DIEDORF,48.359,10.7837,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":96,""periods"":[{""startp"":""07:00"",""endp"":""23:00""}]},{""applicable_days"":31,""periods"":[{""startp"":""05:30"",""endp"":""23:00""}]}]}",Bayern
dba3e2af-0314-4c39-9a13-57244fdeb47d,Shell Muenchen Liesl-Karlstadt-Str. 25,SHELL,LIESL-KARLSTADT-STR.,25,81476,MUENCHEN,48.084623,11.49077,2014-03-18 16:45:31+01,"{""openingTimes"":[{""applicable_days"":255,""periods"":[{""startp"":""05:00"",""endp"":""00:00""}]}]}",Bayern
